Year,Movie,Revenue,Budget,Summary,Director,Writers,Stars,Production
1997,Chinese Box,NA,NA,NA,NA,NA,NA,NA
1998,Follow the Bitch,NA,NA,NA,NA,NA,NA,NA
1998,Lost in Space,"£10,625,503","$80,000,000",The Robinson family was going into space to fight for a chance for humanity. Now they are fighting to live long enough to find a way home.,Stephen Hopkins,"['Irwin Allen', 'Akiva Goldsman']","['Gary Oldman', 'William Hurt', 'Matt LeBlanc']","['New Line Cinema', 'Saltire Entertainment', 'Irwin Allen Productions']"
1997,Heaven's Burning,"AUD 16,525",NA,"After a botched bank job, a gang takes a hostage, Japanese girl on the run from arranged marriage, and escapes. Their wheelman saves the girl from them and the two go on the run with the cops, the gang and her psycho father on their tail.",Craig Lahiff,['Louis Nowra'],"['Russell Crowe', 'Yûki Kudô', 'Kenji Isomura']",['Duo Art Productions']
1998,Mercury Rising,"£1,027,487","$60,000,000",Shadowy elements in the NSA target a nine-year old autistic savant for death when he is able to decipher a top secret code.,Harold Becker,"['Ryne Douglas Pearson', 'Lawrence Konner']","['Bruce Willis', 'Miko Hughes', 'Alec Baldwin']","['Universal Pictures', 'Imagine Entertainment']"
1997,"The Spanish Prisoner,","£417,040","$10,000,000",An employee of a corporation with a lucrative secret process is tempted to betray it. But there's more to it than that.,David Mamet,['David Mamet'],"['Steve Martin', 'Ben Gazzara', 'Campbell Scott']","['Jasmine Productions Inc.', 'Jean Doumanian Productions', 'Magnolia Films']"
1998,City of Angels,"$78,745,923","$55,000,000","Inspired by the modern classic, Wings of Desire, City involves an angel (Cage) who is spotted by a doctor in an operating room. Franz plays Cage's buddy who somehow knows a lot about angels.",Brad Silberling,"['Wim Wenders', 'Peter Handke']","['Nicolas Cage', 'Meg Ryan', 'Andre Braugher']","['Atlas Entertainment', 'Monarchy Enterprises B.V.', 'Regency Enterprises']"
1998,"The Last Days of Disco,","£388,903","$8,000,000","Story of two female Manhattan book editors fresh out of college, both finding love and themselves while frequenting the local disco.",Whit Stillman,['Whit Stillman'],"['Chloë Sevigny', 'Kate Beckinsale', 'Chris Eigeman']","['Castle Rock Entertainment', 'Polygram Filmed Entertainment', 'Westerly Films']"
1998,"The Odd Couple II,","$18,878,566",NA,Oscar and Felix take a road trip to their son and daughter's wedding.,Howard Deutch,['Neil Simon'],"['Jack Lemmon', 'Walter Matthau', 'Richard Riehle']","['Paramount Pictures', 'Cort/Madden Productions']"
1998,My Giant,"$7,985,929",NA,"Billy Crystal plays a Hollywood agent who stumbles upon Max, a giant living in Romania, and tries to get him into the movies.",Michael Lehmann,"['Billy Crystal', 'David Seltzer']","['Billy Crystal', 'Kathleen Quinlan', 'Gheorghe Muresan']","['Castle Rock Entertainment', 'Face Productions']"
1998,He Got Game,"£42,999","$25,000,000",A basketball player's father must try to convince him to go to a college so he can get a shorter sentence.,Spike Lee,['Spike Lee'],"['Denzel Washington', 'Milla Jovovich', 'Ray Allen']","['Touchstone Pictures', '40 Acres & A Mule Filmworks']"
1998,"The Gingerbread Man,",NA,NA,NA,NA,NA,NA,NA
1996,Illtown,NA,NA,NA,NA,NA,NA,NA
1998,Slappy and the Stinkers,"$34,488",NA,"Five 2nd-grade kids who don't follow strict rules by their school principal Brinway are dubbed ""Stinkers"" by him. On the class visit to an aquarium the Stinkers decide that a sea lion ...
                    See full summary »",Barnet Kellman,"['Robert Wolterstorff', 'Mike Scott']","['BD Wong', 'Bronson Pinchot', 'Jennifer Coolidge']","['Bubble Factory, The', 'TriStar Pictures']"
1997,Live Flesh,"£179,285",NA,"After leaving jail, Víctor is still in love with Elena, but she's married to the former cop -now basketball player- who became paralysed by a shot from Víctor's gun...",Pedro Almodóvar,"['Pedro Almodóvar', 'Jorge Guerricaechevarría']","['Liberto Rabal', 'Francesca Neri', 'Javier Bardem']","['CiBy 2000', 'El Deseo', 'France 3 Cinéma']"
1998,Zero Effect,"$1,980,338","$5,000,000",The world's greatest detective Daryl Zero aided by his associate Steve Arlo investigates a complex and mysterious case of blackmail and missing keys for shady tycoon Gregory Stark who is less than forthcoming about what is really happening!,Jake Kasdan,['Jake Kasdan'],"['Bill Pullman', 'Ben Stiller', ""Ryan O'Neal""]","['Castle Rock Entertainment', 'Columbia Pictures Corporation', 'Manifest Film Company']"
1997,Nil By Mouth,NA,"$9,000,000","The family of Raymond, his wife Val and her brother Billy live in working-class London district. Also in their family is Val and Billy's mother Janet and grandmother Kath. Billy is a drug ...
                    See full summary »",Gary Oldman,['Gary Oldman'],"['Ray Winstone', 'Kathy Burke', 'Charlie Creed-Miles']","['SE8 Group', 'EuropaCorp']"
1996,Ratchet,NA,NA,NA,NA,NA,NA,NA
1997,"The Borrowers,","$22,359,293","$29,000,000",A secret family of four-inch people living inside the walls of a house must save their home from an evil real estate developer.,Peter Hewitt,"['Mary Norton', 'Gavin Scott']","['John Goodman', 'Jim Broadbent', 'Mark Williams']","['Polygram Filmed Entertainment', 'Working Title Films']"
1997,Prince Valiant,NA,NA,"In a time now lost in the mists of memory, the great King Arthur rules in the legendary citadel that is Camelot. His Knights of the Round Table commit acts of derring-do and spend their ...
                    See full summary »",Anthony Hickox,"['Hal Foster', 'Michael Frost Beckner']","['Stephen Moyer', 'Katherine Heigl', 'Thomas Kretschmann']","['Constantin Film Produktion', 'Babelsberg Film', 'Celtridge']"
1998,"I Love You, Don't Touch Me!",NA,NA,NA,NA,NA,NA,NA
1997,Leather Jacket Love Story,NA,NA,NA,NA,NA,NA,NA
1998,Love Walked In,NA,NA,"Leary and Sanchez-Gijon play ""romantically involved down-and-out lounge singers"" who get involved in a caper.",Juan José Campanella,"['Juan José Campanella', 'José Pablo Feinmann']","['Denis Leary', 'Terence Stamp', 'Aitana Sánchez-Gijón']","['Apostle', 'JEMPSA', 'Triumph Films']"
1997,"Alan Smithee Film: Burn Hollywood Burn, An",NA,NA,NA,NA,NA,NA,NA
1998,Kissing a Fool,"$4,002,640",NA,"Max is a popular local sports broadcaster and his marriage with attractive Sam is already set up. Max is not sure he wants Sam to be his wife and offers his best friend Jay a test: Jay will...
                    See full summary »",Doug Ellin,"['James Frey', 'James Frey']","['David Schwimmer', 'Jason Lee', 'Mili Avital']","['Largo Entertainment', 'Rick Lashbrook Films']"
1998,Krippendorf's Tribe,"$7,514,883",NA,An anthropologist creates a fictitious lost New Guinea tribe using his family members to cover-up for his mis-use of grant moneys.,Todd Holland,"['Frank Parkin', 'Charlie Peters']","['Richard Dreyfuss', 'Jenna Elfman', 'Natasha Lyonne']","['Dreyfuss / James Productions', 'Touchstone Pictures']"
1998,Kurt & Courtney,"$441,808",NA,A documentary on the life of Kurt Cobain and his relationship with Courtney Love.,Nick Broomfield,NA,"['Courtney Love', 'Nick Broomfield', 'Kurt Cobain']",['Strength Ltd.']
1997,"The Real Blonde,","$247,745",NA,"Joe and Mary have been living together in Manhattan for six years. Joe is an actor, who has no agent and no thesping credits, but whose ambitions are very high. He works as a waiter at a ...
                    See full summary »",Tom DiCillo,['Tom DiCillo'],"['Matthew Modine', 'Catherine Keener', 'Daryl Hannah']",['Lakeshore Entertainment']
1997,Mr. Nice Guy,"$12,674,183",NA,A Chinese chef accidentally gets involved with a news reporter who filmed a drug bust that went awry and is now being chased by gangs who are trying to get the video tape.,Sammo Kam-Bo Hung,"['Fibe Ma', 'Edward Tang']","['Jackie Chan', 'Richard Norton', 'Miki Lee']",['Golden Harvest Company']
1997,Taste of Cherry,"$311,873",NA,An Iranian man drives his truck in search of someone who will quietly bury him under a cherry tree after he commits suicide.,Abbas Kiarostami,['Abbas Kiarostami'],"['Homayoun Ershadi', 'Abdolrahman Bagheri', 'Afshin Khorshid Bakhtiari']","['Abbas Kiarostami Productions', 'CiBy 2000', 'Kanoon']"
1997,Character (Karakter),NA,NA,NA,NA,NA,NA,NA
1997,Junk Mail,"DEM 18,755","$2,100,000",A lazy postman puts his nose where it doesn't belong.,Pål Sletaune,"['Jonny Halberg', 'Pål Sletaune']","['Robert Skjærstad', 'Andrine Sæther', 'Per Egil Aske']","['Atlas Filmselskabet A/S', 'Norsk Film']"
1998,Species II,"£831,695",NA,"An astronaut gets infected with alien DNA during the first mission on Mars and runs amok on earth. Preston and Laura team up with a peaceful, genetically re-engineered Sil to track the monster down.",Peter Medak,"['Dennis Feldman', 'Chris Brancato']","['Natasha Henstridge', 'Michael Madsen', 'Marg Helgenberger']","['Metro-Goldwyn-Mayer (MGM)', 'FGM Entertainment']"
1998,Major League: Back to the Minors,"$3,551,208",NA,"Aging minor league pitcher Gus Cantrell is planning to retire, but then Roger recruits Gus to be the manager of the South Carolina Buzz, the Twins AAA minor league team. Gus's mission is to...
                    See full summary »",John Warren,"['David S. Ward', 'John Warren']","['Scott Bakula', 'Corbin Bernsen', 'Dennis Haysbert']","['Morgan Creek Productions', 'Warner Bros.']"
1998,Sour Grapes,"$219,932",NA,"Two cousins and friends, Richie and Evan, go to Atlantic City to gamble. Richie loses all he has at slot machines and asks Evan for two more coins for a last attempt. That last attempt ...
                    See full summary »",Larry David,['Larry David'],"['Steven Weber', 'Craig Bierko', 'Jack Burns']",['Castle Rock Entertainment']
1998,Wild Man Blues,"DEM 22,971",NA,"Academy Award-winner Barbara Kopple directs this documentary portrait of Academy Award and Golden Globe-winner Woody Allen (Annie Hall, Blue Jasmine), seen traveling with friends and fellow...
                    See full summary »",Barbara Kopple,NA,"['Woody Allen', 'Letty Aronson', 'Soon-Yi Previn']","['Jean Doumanian Productions', 'Cabin Creek Films', 'Sweetland Films']"
1998,"The Big Hit,","£31,433","$13,000,000","Hitman Melvin Surley, an expert at his lucrative job, goes on a job and falls in love with his kidnapping victim, turning his world upside down.",Kirk Wong,['Ben Ramsey'],"['Mark Wahlberg', 'Lou Diamond Phillips', 'Christina Applegate']","['TriStar Pictures', 'Amen Ra Films', 'Zide-Perry Productions']"
1998,Tarzan and the Lost City,"$2,147,114","$20,000,000",Tarzan returns to his homeland of Africa to save his home from destruction.,Carl Schenkel,"['Edgar Rice Burroughs', 'Bayard Johnson']","['Casper Van Dien', 'Jane March', 'Steven Waddington']","['Dieter Geissler Filmproduktion', 'Alta Vista', 'Village Roadshow Pictures']"
1996,"The Truce,","$71,448",NA,"Based on Primo Levi's autobiographical ""The Reawakening"".",Francesco Rosi,"['Tonino Guerra', 'Primo Levi']","['John Turturro', 'Rade Serbedzija', 'Massimo Ghini']","['3 Emme Cinematografica', 'Stéphan Films', 'UGC Images']"
1998,Black Dog,"$12,829,351",NA,An ex-con takes a job driving a truck cross country. What he doesn't know is that the truck is filled with illegal weapons and now he must fight to survive and save his family.,Kevin Hooks,"['William Mickelberry', 'Dan Vining']","['Patrick Swayze', 'Randy Travis', 'Meat Loaf']","['Universal Pictures', 'Mutual Film Company', 'Prelude Pictures']"
1998,"Dancer, Texas Pop. 81","$565,592",NA,"Four friends from the small Texas town of Dancer are graduating from high school and are planning to move to L.A. after graduation, taking the population of Dancer down to 77 from 81. All ...
                    See full summary »",Tim McCanlies,['Tim McCanlies'],"['Breckin Meyer', 'Peter Facinelli', 'Eddie Mills']","['Caribou Pictures', 'Chase Productions', 'HSX Films']"
1997,"Friend of the Deceased, A",NA,NA,NA,NA,NA,NA,NA
1995,Go Now,NA,NA,"Nick, is a young Scottish soccer player living in the big city. He meets Karen, and the two fall in love and move in together. Soon after, Nick exhibits signs of serious illness. As his ...
                    See full summary »",Michael Winterbottom,"['Jimmy McGovern', 'Paul Henry Powell']","['Robert Carlyle', 'Juliet Aubrey', 'James Nesbitt']","['British Broadcasting Corporation (BBC)', 'Polygram Filmed Entertainment', 'Revolution Films']"
1998,"Mis�rables, Les",NA,NA,NA,NA,NA,NA,NA
1997,Still Breathing,"$212,267",NA,"Two lost souls: she a con-artist in L.A.; he a puppeteer in San Antonio have the same dream linking each with the other. He travels to L.A. to find this woman he has become obsessed with. ...
                    See full summary »",James F. Robinson,['James F. Robinson'],"['Brendan Fraser', 'Joanna Going', 'Lou Rawls']","['Seattle Pacific Investments', 'ZapPictures Inc.']"
1997,Clockwatchers,"$444,354",NA,"Iris can best be described as a wallflower. She begins her first day as a temp for the nondescript Global Credit Association by waiting in a chair for two hours. This sets the scene for her...
                    See full summary »",Jill Sprecher,"['Jill Sprecher', 'Karen Sprecher']","['Toni Collette', 'Parker Posey', 'Lisa Kudrow']","['Goldcrest Films International', 'John Flock Productions']"
1998,Deep Impact,"$140,459,099","$75,000,000","Unless a comet can be destroyed before colliding with Earth, only those allowed into shelters will survive. Which people will survive?",Mimi Leder,"['Bruce Joel Rubin', 'Michael Tolkin']","['Robert Duvall', 'Téa Leoni', 'Elijah Wood']","['Paramount Pictures', 'DreamWorks SKG', 'Zanuck/Brown Productions']"
1998,Little Men,NA,NA,"Retelling of Louisa May Alcott's classic tale of two street kids - one who becomes the recipient of a kind benefactor and the other who goes on the run on the street. The first gets taken ...
                    See full summary »",Rodney Gibbons,"['Louisa May Alcott', 'Mark Evan Schwartz']","['Mariel Hemingway', 'Michael Caloz', 'Ben Cook']","['Allegro Films', 'Brainstorm Media', 'Canada Television and Cable Production Fund']"
1998,Woo,NA,NA,NA,NA,NA,NA,NA
1997,"The Hanging Garden,","$925,756","CAD 1,500,000","William, a once obese and depressed adolescent, is able to move past his teenage years when he moves to the city and comes out as being gay. When he returns home though, he can't cope with his memories.",Thom Fitzgerald,['Thom Fitzgerald'],"['Chris Leavins', 'Kerry Fox', 'Ian Parsons']","['Alliance Communications Corporation', 'Canadian Film or Video Production Tax Credit (CPTC)', 'Channel Four Films']"
1997,Lawn Dogs,"$106,292","$7,000,000","Newly arrived in an up-market housing development, quiet ten-year-old Devon doesn't quite fit in. Ignoring the urgings of her social-climbing father, Devon chooses the company of Trent, who...
                    See full summary »",John Duigan,['Naomi Wallace'],"['Sam Rockwell', 'Kathleen Quinlan', 'Mischa Barton']","['Rank Organisation, The', 'Toledo Pictures']"
1998,Quest for Camelot,"£927,569","$40,000,000","An adventurous girl, a young blind hermit and a goofy two headed dragon race to find the lost sword Excalibur to save King Arthur and Camelot from disaster.",Frederik Du Chau,"['Vera Chapman', 'Kirk De Micco']","['Jessalyn Gilsig', 'Cary Elwes', 'Andrea Corr']","['Warner Bros.', 'Warner Bros. Feature Animation']"
1998,Godzilla,"£15,920,578","$130,000,000","An enormous, radioactively mutated lizard runs rampant in Manhattan.",Roland Emmerich,"['Dean Devlin', 'Roland Emmerich']","['Matthew Broderick', 'Jean Reno', 'Maria Pitillo']","['Centropolis Film Productions', 'Fried Films', 'Independent Pictures (II)']"
1998,Bulworth,"£377,939","$30,000,000",A suicidally disillusioned liberal politician puts a contract out on himself and takes the opportunity to be bluntly honest with his voters by affecting the rhythms and speech of hip-hop music and culture.,Warren Beatty,"['Warren Beatty', 'Warren Beatty']","['Warren Beatty', 'Halle Berry', 'Kimberly Deauna Adams']",['Twentieth Century Fox Film Corporation']
1998,Fear and Loathing in Las Vegas,"£206,498","$18,500,000",An oddball journalist and his psychopathic lawyer travel to Las Vegas for a series of psychedelic escapades.,Terry Gilliam,"['Hunter S. Thompson', 'Terry Gilliam']","['Johnny Depp', 'Benicio Del Toro', 'Tobey Maguire']","['Fear and Loathing LLC', 'Rhino Films', 'Shark Productions']"
1998,"The Opposite of Sex,","£1,171,611","$5,000,000","A 16-year-old girl visits her gay half-brother and ends up seducing his boyfriend, thus wreaking havoc on all of their lives.",Don Roos,['Don Roos'],"['Christina Ricci', 'Martin Donovan', 'Lisa Kudrow']",['Rysher Entertainment']
1998,I Got the Hook Up,"$10,305,534","$3,500,000","Two small time scam artists, Black and Blue, sell boom boxes and broken TVs from their van at the parking lot. When, by mistake, a shipment of cellular phones gets to them, it doesn't take long before FBI and gangsters are after them.",Michael Martin,"['Master P', 'Leroy Douglas']","['Master P', 'Anthony Johnson', 'Gretchen Palmer']","['Mastoff Films', 'No Limit Films', 'Priority Films (I)']"
1998,Almost Heroes,"$6,114,928",NA,A road comedy about 2 guys whose mission is to beat Lewis and Clark.,Christopher Guest,"['Mark Nutter', 'Tom Wolfe']","['Chris Farley', 'Matthew Perry', 'Bokeem Woodbine']","['Turner Pictures (I)', 'DiNovi Pictures']"
1998,Hope Floats,"£612,606","$30,000,000","Birdee Calvert must choose between her morals and her heart after her husband divorces her and a charming young man, who her daughter disapproves of, comes back into her life.",Forest Whitaker,['Steven Rogers'],"['Sandra Bullock', 'Harry Connick Jr.', 'Gena Rowlands']","['Twentieth Century Fox Film Corporation', 'Fortis Films']"
1997,Insomnia,"$221,173",NA,"In a Norwegian city with a 24-hour daylight cycle a Swedish murder investigator has been brought in on a special case. Sleep deprived, he makes a horrible mistake which is discovered by the killer he has been hunting.",Erik Skjoldbjærg,"['Nikolaj Frobenius', 'Erik Skjoldbjærg']","['Stellan Skarsgård', 'Maria Mathiesen', 'Sverre Anker Ousdal']","['Norsk Film', 'Nordic Screen Production AS', 'Norsk Filminstitutt']"
1997,Little Boy Blue,NA,NA,"Living in the rural Texas panhandle is a dysfunctional family: an abusive dad, a Vietnam vet with a war wound that's left him impotent; a compliant wife and a son of about 20, who have an ...
                    See full summary »",Antonio Tibaldi,['Michael Boston'],"['Ryan Phillippe', 'Nastassja Kinski', 'John Savage']",['Jazz Pictures']
1997,"The Ugly,",NA,NA,A female psychologist wants to understand the minds of a confessed serial killer who spent the last five years in a mental hospital because of his state.,Scott Reynolds,['Scott Reynolds'],"['Paolo Rotondo', 'Paul Glover', 'Christopher Graham']","['Essential Films', 'New Zealand Film Commission']"
1998,"Perfect Murder, A",NA,NA,NA,NA,NA,NA,NA
1996,Beyond Silence,"$171,334",NA,"Since the earliest days in her childhood Lara has had a difficult but important task. Both her parents are deaf-mute and Lara has to translate from sign-language to the spoken word and vice...
                    See full summary »",Caroline Link,"['Caroline Link', 'Beth Serlin']","['Sylvie Testud', 'Tatjana Trieb', 'Howie Seago']","['Arte', 'Bayerischer Rundfunk (BR)', 'Claussen & Wöbke Filmproduktion GmbH']"
1998,Six Days Seven Nights,"$74,329,966","$70,000,000","Robin Monroe, a New York magazine editor, and the gruff pilot Quinn Harris must put aside their mutual dislike if they are to survive after crash landing on a deserted South Seas island.",Ivan Reitman,['Michael Browning'],"['Harrison Ford', 'Anne Heche', 'David Schwimmer']","['Caravan Pictures', 'Northern Lights Entertainment', 'Roger Birnbaum Productions']"
1998,Can't Hardly Wait,"$25,339,117","$10,000,000",Multicharacter teenage comedy about high school graduates with different agenda of life on graduation night.,Harry Elfont,"['Deborah Kaplan', 'Harry Elfont']","['Jennifer Love Hewitt', 'Ethan Embry', 'Charlie Korsmo']","['Columbia Pictures Corporation', 'Tall Trees Productions']"
1998,Cousin Bette,"£44,082",NA,"Cousin Bette is a poor and lonely seamstress, who, after the death of her prominent and wealthy sister, tries to ingratiate herself into lives of her brother-in-law, Baron Hulot, and her ...
                    See full summary »",Des McAnuff,"['Honoré de Balzac', 'Lynn Siefert']","['Jessica Lange', 'Elisabeth Shue', 'Bob Hoskins']",['Fox Searchlight Pictures']
1998,High Art,"$1,929,168",NA,"A young female intern at a small magazine company becomes involved with a drug-addicted lesbian photographer, both of whom seek to exploit each other for their respective careers, while slowly falling in love with each other.",Lisa Cholodenko,['Lisa Cholodenko'],"['Radha Mitchell', 'Ally Sheedy', 'Patricia Clarkson']","['391 Productions', 'Antidote Films (I)', 'October Films']"
1998,"The Land Girls,","£1,044,180",NA,Three young women from very different walks of life join the women's land army during World War II and are sent to work together on a farm in Dorset and the experience changes their lives forever.,David Leland,"['Angela Huth', 'Keith Dewhurst']","['Catherine McCormack', 'Rachel Weisz', 'Anna Friel']","['Intermedia Films', 'Channel Four Films', 'Greenpoint Films']"
1998,Passion in the Desert,NA,NA,NA,NA,NA,NA,NA
1997,"Children of Heaven, The (Bacheha-Ye Aseman)",NA,NA,NA,NA,NA,NA,NA
1997,Dear Jesse,NA,NA,NA,NA,NA,NA,NA
1996,Dream for an Insomniac,NA,NA,"Girl leads a lonely life until she meets the boy of her dreams. The boy, however, has a live-in girlfriend.",Tiffanie DeBartolo,['Tiffanie DeBartolo'],"['Ione Skye', 'Jennifer Aniston', 'Mackenzie Astin']","['Dream for an Insomniac', 'Tritone Productions']"
1997,Hav Plenty,"$2,301,777","$650,000","Lee Plenty is an almost broke would-be novelist and Havilland Savage is rich and very beautiful woman and his friend. When she invites him to her home for New Year's Eve, they start to ...
                    See full summary »",Christopher Scott Cherot,['Christopher Scott Cherot'],"['Christopher Scott Cherot', 'Chenoa Maxwell', 'Tammi Katherine Jones']","['Edmonds Entertainment Group (EEG)', 'Wanderlust Pictures Inc.', 'e2 Filmworks']"
1997,Henry Fool,"$1,334,786",NA,"Socially inept garbage man Simon is befriended by Henry Fool, a witty roguish, but talentless novelist. Henry opens a magical world of literature to Simon who turns his hand to writing the ...
                    See full summary »",Hal Hartley,NA,"['Thomas Jay Ryan', 'James Urbaniak', 'Parker Posey']","['Shooting Gallery', 'True Fiction Pictures']"
1997,Marie Baie Des Anges,NA,NA,NA,NA,NA,NA,NA
1997,Mr. Jealousy,"$287,752",NA,"Lester is an occasional substitute teacher and he's very jealous. He is jealous about the last boyfriend of Lester's slightly wacky current partner Ramona - arrogant best-selling author ...
                    See full summary »",Noah Baumbach,['Noah Baumbach'],"['Eric Stoltz', 'Annabella Sciorra', 'Chris Eigeman']",['Joel Castleberg Productions']
1998,Mulan,"£9,454,609","$70,000,000","To save her father from death in the army, a young maiden secretly goes in his place and becomes one of China's greatest heroines in the process.",Tony Bancroft,"['Robert D. San Souci', 'Rita Hsiao']","['Ming-Na Wen', 'Eddie Murphy', 'BD Wong']","['Walt Disney Feature Animation', 'Walt Disney Pictures']"
1998,Resurrection Man,NA,"$4,000,000","Belfast, in 1970s. Victor Kelly is a young protestant man who hates the Catholics so much that one night he begins to brutally murder them. A reporter soon tries to uncover the murder and ...
                    See full summary »",Marc Evans,"['Eoin McNamee', 'Eoin McNamee']","['David Williamson', 'Stuart Townsend', 'Brenda Fricker']",['Revolution Films']
1998,"The X-Files: Fight the Future,","$83,892,374","$66,000,000",Mulder and Scully must fight the government in a conspiracy and find the truth about an alien colonization of Earth.,Rob Bowman,"['Chris Carter', 'Frank Spotnitz']","['David Duchovny', 'Gillian Anderson', 'John Neville']","['Twentieth Century Fox Film Corporation', 'Ten Thirteen Productions']"
1997,I Went Down,"$405,297",NA,"Fresh out of prison, Git rescues a former best friend (now living with Git's girlfriend) from a beating at the hands of loan sharks. He's now in trouble with the mob boss, Tom French, who ...
                    See full summary »",Paddy Breathnach,['Conor McPherson'],"['Brendan Gleeson', 'Peter McDonald', 'Antoine Byrne']","['British Broadcasting Corporation (BBC)', 'Bórd Scannán na hÉireann', 'Easkel Media']"
1998,Doctor Dolittle,"$144,156,464","$71,500,000",A Doctor finds out that he can understand what animals are saying. And the animals find out that he understands.,Betty Thomas,"['Hugh Lofting', 'Nat Mauldin']","['Eddie Murphy', 'Peter Boyle', 'Ossie Davis']","['Twentieth Century Fox Film Corporation', 'Davis Entertainment', 'Joseph M. Singer Entertainment']"
1998,Out of Sight,NA,NA,NA,NA,NA,NA,NA
1975,Picnic at Hanging Rock,"$84,744","AUD 440,000","During a rural picnic, a few students and a teacher from an Australian girls' school vanish without a trace. Their absence frustrates and haunts the people left behind.",Peter Weir,"['Joan Lindsay', 'Cliff Green']","['Rachel Roberts', 'Anne-Louise Lambert', 'Vivean Gray']","['Australian Film Commission, The', 'British Empire Films Australia', 'McElroy & McElroy']"
1998,Smoke Signals,"$6,719,300","$2,000,000","Young Indian man Thomas is a nerd in his reservation, wearing oversize glasses and telling everyone stories no-one wants to hear. His parents died in a fire in 1976, and Thomas was saved by...
                    See full summary »",Chris Eyre,"['Sherman Alexie', 'Sherman Alexie']","['Adam Beach', 'Evan Adams', 'Irene Bedard']","['ShadowCatcher Entertainment', 'Welb Film Pursuits Ltd.']"
1997,Voyage to the Beginning of the World,NA,NA,"Manoel is aging film director who travels with the film crew through Portugal in search of the origins of Afonso, a famous French actor whose father emigrated from Portugal to France and in...
                    See full summary »",Manoel de Oliveira,"['Manoel de Oliveira', 'Jacques Parsi']","['Marcello Mastroianni', 'Jean-Yves Gautier', 'Leonor Silveira']","['Madragoa Filmes', 'Gemini Films', 'Instituto Português da Arte Cinematográfica e Audiovisual (IPACA)']"
1998,Buffalo 66,"$2,365,931","$1,500,000","Billy is released after five years in prison. In the next moment, he kidnaps teenage student Layla and visits his parents with her, pretending she is his girlfriend and they will soon marry...
                    See full summary »",Vincent Gallo,"['Vincent Gallo', 'Vincent Gallo']","['Vincent Gallo', 'Christina Ricci', 'Ben Gazzara']","['Cinépix Film Properties (CFP)', 'Lions Gate Films', 'Muse Productions']"
1998,Armageddon,"$201,573,391","$140,000,000","After discovering that an asteroid the size of Texas is going to impact Earth in less than a month, N.A.S.A. recruits a misfit team of deep core drillers to save the planet.",Michael Bay,"['Jonathan Hensleigh', 'J.J. Abrams']","['Bruce Willis', 'Billy Bob Thornton', 'Ben Affleck']","['Touchstone Pictures', 'Jerry Bruckheimer Films', 'Valhalla Motion Pictures']"
1998,Lethal Weapon 4,"$129,734,803","$140,000,000","With personal crises and age weighing in on them, LAPD officers Riggs and Murtaugh must contend with a deadly Chinese crimelord trying to get his brother out of prison.",Richard Donner,"['Shane Black', 'Jonathan Lemkin']","['Mel Gibson', 'Danny Glover', 'Joe Pesci']","['Warner Bros.', 'Silver Pictures', 'Donner/Shuler-Donner Productions']"
1998,Madeline,"£2,324,514",NA,"The adventurous, young Madeline is very good at getting into trouble, but she's also fantastic in solving problems as well, and her school-mistress Miss Clavel is not too approving of her. ...
                    See full summary »",Daisy von Scherler Mayer,"['Ludwig Bemelmans', 'Malia Scotch Marmo']","['Frances McDormand', 'Nigel Hawthorne', 'Hatty Jones']","['Jaffilms', 'Madeline Films', 'TriStar Pictures']"
1998,Small Soldiers,"£6,231,135","$40,000,000","When missile technology is used to enhance toy action figures, the toys soon begin to take their battle programming too seriously.",Joe Dante,"['Gavin Scott', 'Adam Rifkin']","['Kirsten Dunst', 'Gregory Smith', 'David Cross']","['Universal Pictures', 'DreamWorks SKG', 'Amblin Entertainment']"
1998,Pi,"£133,538","$60,000",A paranoid mathematician searches for a key number that will unlock the universal patterns found in nature.,Darren Aronofsky,"['Darren Aronofsky', 'Darren Aronofsky']","['Sean Gullette', 'Mark Margolis', 'Ben Shenkman']","['Harvest Filmworks', 'Truth and Soul Pictures', 'Plantain Films']"
1998,Whatever,"$307,037",NA,"A teen faces her impending adulthood in the carefree sex and drug revolution years of the early 80's prior to fears of AIDS. She lives with her bitter, divorced mother and her sadistic kid ...
                    See full summary »",Susan Skoog,['Susan Skoog'],"['Liza Weil', 'Chad Morgan', 'Frederic Forrest']","['Anyway Productions', 'Circle Films', 'DuArt Film and Video']"
1998,There's Something About Mary,"$176,483,808","$23,000,000","A man gets a chance to meet up with his dream girl from highschool, even though his date with her back then was a complete disaster.",Bobby Farrelly,"['Ed Decter', 'John J. Strauss']","['Ben Stiller', 'Cameron Diaz', 'Matt Dillon']",['Twentieth Century Fox Film Corporation']
1958,Plan 9 from Outer Space,NA,"$60,000",Aliens resurrect dead humans as zombies and vampires to stop humanity from creating the Solaranite (a sort of sun-driven bomb).,Edward D. Wood Jr.,['Edward D. Wood Jr.'],"['Gregory Walcott', 'Tom Keene', 'Mona McKinnon']",['Reynolds Pictures']
1927,Wings,NA,"$2,000,000","Two young men, one rich, one middle class, who are in love with the same woman, become fighter pilots in World War I.",William A. Wellman,"['John Monk Saunders', 'Hope Loring']","['Clara Bow', ""Charles 'Buddy' Rogers"", 'Richard Arlen']",['Paramount Famous Lasky Corporation']
